basin,NH_NSE,GNN_NSE,improvement
40018,0.8372097317256655,0.8566063116589069,0.019396579933241398
28050,0.8193306741808141,0.8386716154522735,0.019340941271459466
72014,0.863439574996024,0.8826875730116567,0.019247998015632706
23001,0.8254096586866363,0.8443946427383807,0.018984984051744425
9004,0.7457684394095945,0.7646978202049833,0.01892938079538886
40004,0.8162721115870574,0.8351814941672364,0.018909382580179046
8013,0.6868075346007796,0.7056952224755975,0.01888768787481787
54038,0.9164061192945772,0.935277069115856,0.018870949821278793
84009,0.8092324144485901,0.8280533649618216,0.018820950513231516
18002,0.8341695153894948,0.8529349178853622,0.018765402495867445
43014,0.8961351942914528,0.9148313103620124,0.018696116070559543
39052,0.6965778013626228,0.7152489556926263,0.018671154330003437
27021,0.8866008880866322,0.9052294257382412,0.01862853765160899
68020,0.6984008631655401,0.7170170284976483,0.018616165332108192
28039,0.795457328810063,0.8139442584082852,0.01848692959822218
15023,0.8170611242850425,0.8353761794655312,0.018315055180488704
30001,0.9286255443167728,0.9469071548927102,0.018281610575937357
57005,0.9155430173790295,0.9335600297851646,0.01801701240613507
13005,0.8233933064498375,0.841365279486661,0.017971973036823408
27029,0.902782371849464,0.920694357712062,0.017911985862598012
60010,0.8303333296973201,0.8481931181029875,0.017859788405667376
54002,0.8473635817807307,0.8650387116489058,0.0176751298681751
68004,0.8445124349653697,0.8620703468985281,0.017557911933158477
63001,0.8467186374705182,0.864102881155422,0.017384243684903766
58006,0.8874945860055513,0.9048732877811484,0.017378701775597083
60003,0.8819212582777042,0.8992861236969627,0.017364865419258524
13008,0.8026668606443492,0.8198674658459045,0.017200605201555308
27009,0.8619928771869345,0.8791305835903156,0.01713770640338108
61002,0.8989679083910627,0.9160969106186364,0.017129002227573742
17001,0.7740496682588203,0.7911575427948635,0.017107874536043233
7001,0.6984689628282414,0.7155331850953432,0.017064222267101803
34002,0.9286931488846498,0.9456989164120224,0.017005767527372595
23008,0.8643699814551375,0.8811321308037446,0.01676214934860709
15014,0.7222232171366199,0.7389367353945004,0.01671351825788059
27001,0.8892692451753703,0.905954404949972,0.01668515977460172
78006,0.9020312607215324,0.918616606605374,0.01658534588384164
76007,0.8931280617194932,0.90965261410252,0.016524552383026747
84013,0.8935579151489544,0.910022851259648,0.01646493611069355
71001,0.8149483882388905,0.8312915004974952,0.01634311225860474
40003,0.8725825775502528,0.8889014723551525,0.016318894804899675
76005,0.8879672530652627,0.9041804499810898,0.01621319691582712
60012,0.7625480052287099,0.7786397834440961,0.01609177821538621
15006,0.7485227794808674,0.7645559354272844,0.016033155946416966
66006,0.9208920773111952,0.93689482291253,0.016002745601334856
55016,0.9131292337654264,0.928694836814163,0.015565603048736554
28048,0.8312301881017776,0.8467300520308599,0.015499863929082314
48003,0.8942648908033036,0.9097175081468176,0.015452617343513997
78004,0.8485006558902284,0.8638956622891651,0.015395006398936761
71004,0.8984634096093298,0.913799154035672,0.015335744426342224
52015,0.7660975036497907,0.7813887560342203,0.015291252384429632
38012,0.5509898762741207,0.5660156322979928,0.015025756023872128
44011,0.7576942056493344,0.7726377479355521,0.014943542286217637
58010,0.8055162304152288,0.8203356865773008,0.014819456162072031
41025,0.74760847933944,0.7623534745189183,0.01474499517947836
1001,0.8211858225588716,0.8357277594613775,0.014541936902505825
33053,0.7529366277856611,0.7674521293039678,0.014515501518306717
12007,0.683752972891434,0.6982578219160562,0.014504849024622235
21003,0.8795839829358153,0.8938980300506144,0.014314047114799111
41029,0.6705943907954928,0.6848010635895629,0.014206672794070174
59001,0.8568478066698457,0.8710408028932528,0.014192996223407084
12009,0.7484269045302366,0.7625066841665091,0.014079779636272494
33022,0.9295243395864328,0.9433980639965504,0.013873724410117583
25003,0.648363436025269,0.6621861715052042,0.013822735479935178
28080,0.8840523506628049,0.897869509820542,0.01381715915773718
84022,0.8604824233015081,0.8742757023574359,0.013793279055927754
43006,0.880544280960666,0.8942820565182793,0.013737775557613352
30005,0.8980326682527389,0.9116957825295467,0.013663114276807886
